"","Section","Latitude","Longitude","Date","Depth_cm","Velocity_0.6_ms","coord_code","SantaAnaSucker","ArroyoChub"
"311",3,34.03776,-117.35596,"9/21/16",2,0,"34.03776_-117.35596",0,0
"312",3,34.03776,-117.35596,"9/21/16",11,0.24,"34.03776_-117.35596",0,0
"313",3,34.03776,-117.35596,"9/21/16",20,0.45,"34.03776_-117.35596",0,0
"314",3,34.03776,-117.35596,"9/21/16",27,0.71,"34.03776_-117.35596",0,0
"315",3,34.03776,-117.35596,"9/21/16",27,0.76,"34.03776_-117.35596",0,0
"316",3,34.03776,-117.35596,"9/21/16",28,0.94,"34.03776_-117.35596",0,0
"317",3,34.03776,-117.35596,"9/21/16",32,0.96,"34.03776_-117.35596",0,0
"318",3,34.03776,-117.35596,"9/21/16",34,1.18,"34.03776_-117.35596",0,0
"319",3,34.03776,-117.35596,"9/21/16",32,0.92,"34.03776_-117.35596",0,0
"320",3,34.03776,-117.35596,"9/21/16",30,0.74,"34.03776_-117.35596",0,0
"321",4,34.03495,-117.35665,"9/21/16",2,0,"34.03495_-117.35665",0,0
"322",4,34.03495,-117.35665,"9/21/16",6,-0.03,"34.03495_-117.35665",0,0
"323",4,34.03495,-117.35665,"9/21/16",18,-0.04,"34.03495_-117.35665",0,0
"324",4,34.03495,-117.35665,"9/21/16",22,0.52,"34.03495_-117.35665",0,0
"325",4,34.03495,-117.35665,"9/21/16",27,0.71,"34.03495_-117.35665",0,0
"326",4,34.03495,-117.35665,"9/21/16",26,0.72,"34.03495_-117.35665",0,0
"327",4,34.03495,-117.35665,"9/21/16",30,0.61,"34.03495_-117.35665",0,0
"328",4,34.03495,-117.35665,"9/21/16",32,0.64,"34.03495_-117.35665",0,0
"329",4,34.03495,-117.35665,"9/21/16",30,0.73,"34.03495_-117.35665",0,0
"330",4,34.03495,-117.35665,"9/21/16",20,0.47,"34.03495_-117.35665",0,0
"331",4,34.03505,-117.35667,"9/21/16",23,0.25,"34.03505_-117.35667",0,0
"332",4,34.03505,-117.35667,"9/21/16",23,0.62,"34.03505_-117.35667",0,0
"333",4,34.03505,-117.35667,"9/21/16",22,0.64,"34.03505_-117.35667",0,0
"334",4,34.03505,-117.35667,"9/21/16",20,0.69,"34.03505_-117.35667",0,0
"335",4,34.03505,-117.35667,"9/21/16",18,0.7,"34.03505_-117.35667",0,0
"336",4,34.03505,-117.35667,"9/21/16",18,0.64,"34.03505_-117.35667",0,0
"337",4,34.03505,-117.35667,"9/21/16",21,0.46,"34.03505_-117.35667",0,0
"338",4,34.03505,-117.35667,"9/21/16",25,0.59,"34.03505_-117.35667",0,0
"339",4,34.03505,-117.35667,"9/21/16",20,0.58,"34.03505_-117.35667",0,0
"340",4,34.03505,-117.35667,"9/21/16",2,0,"34.03505_-117.35667",0,0
"341",4,34.03517,-117.35673,"9/21/16",20,0.47,"34.03517_-117.35673",0,0
"342",4,34.03517,-117.35673,"9/21/16",27,0.39,"34.03517_-117.35673",0,0
"343",4,34.03517,-117.35673,"9/21/16",22,0.66,"34.03517_-117.35673",0,0
"344",4,34.03517,-117.35673,"9/21/16",21,0.67,"34.03517_-117.35673",0,0
"345",4,34.03517,-117.35673,"9/21/16",24,0.71,"34.03517_-117.35673",0,0
"346",4,34.03517,-117.35673,"9/21/16",21,0.47,"34.03517_-117.35673",0,0
"347",4,34.03517,-117.35673,"9/21/16",22,0.67,"34.03517_-117.35673",0,0
"348",4,34.03517,-117.35673,"9/21/16",24,0.55,"34.03517_-117.35673",0,0
"349",4,34.03517,-117.35673,"9/21/16",6,0.02,"34.03517_-117.35673",0,0
"350",4,34.03517,-117.35673,"9/21/16",16,0.13,"34.03517_-117.35673",0,0
"351",4,34.03526,-117.35674,"9/21/16",19,0.69,"34.03526_-117.35674",0,0
"352",4,34.03526,-117.35674,"9/21/16",22,0.7,"34.03526_-117.35674",0,0
"353",4,34.03526,-117.35674,"9/21/16",22,0.74,"34.03526_-117.35674",0,0
"354",4,34.03526,-117.35674,"9/21/16",28,0.62,"34.03526_-117.35674",0,0
"355",4,34.03526,-117.35674,"9/21/16",16,0.61,"34.03526_-117.35674",0,0
"356",4,34.03526,-117.35674,"9/21/16",18,0.76,"34.03526_-117.35674",0,0
"357",4,34.03526,-117.35674,"9/21/16",21,0.61,"34.03526_-117.35674",0,0
"358",4,34.03526,-117.35674,"9/21/16",17,0.18,"34.03526_-117.35674",0,0
"359",4,34.03526,-117.35674,"9/21/16",20,0.1,"34.03526_-117.35674",0,0
"360",4,34.03526,-117.35674,"9/21/16",4,0,"34.03526_-117.35674",0,0
"361",4,34.03534,-117.35673,"9/21/16",23,0.44,"34.03534_-117.35673",0,0
"362",4,34.03534,-117.35673,"9/21/16",20,0.54,"34.03534_-117.35673",0,0
"363",4,34.03534,-117.35673,"9/21/16",26,0.63,"34.03534_-117.35673",0,0
"364",4,34.03534,-117.35673,"9/21/16",28,0.69,"34.03534_-117.35673",0,0
"365",4,34.03534,-117.35673,"9/21/16",23,0.72,"34.03534_-117.35673",0,0
"366",4,34.03534,-117.35673,"9/21/16",20,0.62,"34.03534_-117.35673",0,0
"367",4,34.03534,-117.35673,"9/21/16",16,0.65,"34.03534_-117.35673",0,0
"368",4,34.03534,-117.35673,"9/21/16",18,0.54,"34.03534_-117.35673",0,0
"369",4,34.03534,-117.35673,"9/21/16",2,0,"34.03534_-117.35673",0,0
"370",4,34.03534,-117.35673,"9/21/16",17,0.13,"34.03534_-117.35673",0,0
"371",4,34.03548,-117.35674,"9/21/16",12,-0.03,"34.03548_-117.35674",0,0
"372",4,34.03548,-117.35674,"9/21/16",22,0.06,"34.03548_-117.35674",0,0
"373",4,34.03548,-117.35674,"9/21/16",30,0.35,"34.03548_-117.35674",0,0
"374",4,34.03548,-117.35674,"9/21/16",34,0.51,"34.03548_-117.35674",0,0
"375",4,34.03548,-117.35674,"9/21/16",34,0.57,"34.03548_-117.35674",0,0
"376",4,34.03548,-117.35674,"9/21/16",39,0.47,"34.03548_-117.35674",0,0
"377",4,34.03548,-117.35674,"9/21/16",50,0.45,"34.03548_-117.35674",0,0
"378",4,34.03548,-117.35674,"9/21/16",8,-0.05,"34.03548_-117.35674",0,0
"379",4,34.03548,-117.35674,"9/21/16",30,0.31,"34.03548_-117.35674",0,0
"380",4,34.03548,-117.35674,"9/21/16",4,0,"34.03548_-117.35674",0,0
"381",4,34.03559,-117.35676,"9/21/16",2,0,"34.03559_-117.35676",0,0
"382",4,34.03559,-117.35676,"9/21/16",6,0.13,"34.03559_-117.35676",0,0
"383",4,34.03559,-117.35676,"9/21/16",12,0.4,"34.03559_-117.35676",0,0
"384",4,34.03559,-117.35676,"9/21/16",22,0.62,"34.03559_-117.35676",0,0
"385",4,34.03559,-117.35676,"9/21/16",20,0.77,"34.03559_-117.35676",0,0
"386",4,34.03559,-117.35676,"9/21/16",20,0.68,"34.03559_-117.35676",0,0
"387",4,34.03559,-117.35676,"9/21/16",18,0.76,"34.03559_-117.35676",0,0
"388",4,34.03559,-117.35676,"9/21/16",22,0.73,"34.03559_-117.35676",0,0
"389",4,34.03559,-117.35676,"9/21/16",16,0.52,"34.03559_-117.35676",0,0
"390",4,34.03559,-117.35676,"9/21/16",6,0.03,"34.03559_-117.35676",0,0
"391",4,34.03299,-117.3561,"9/20/2016",30,0.59,"34.03299_-117.3561",5,0
"392",4,34.03299,-117.3561,"9/20/2016",30,0.33,"34.03299_-117.3561",5,0
"393",4,34.03299,-117.3561,"9/20/2016",31,0.38,"34.03299_-117.3561",0,3
"394",4,34.03299,-117.3561,"9/20/2016",31,0.43,"34.03299_-117.3561",0,5
"395",4,34.03299,-117.3561,"9/20/2016",43,0.35,"34.03299_-117.3561",0,10
"396",4,34.03299,-117.3561,"9/20/2016",23,0.46,"34.03299_-117.3561",0,6
"397",4,34.03299,-117.3561,"9/20/2016",24,0.73,"34.03299_-117.3561",5,0
"398",4,34.03299,-117.3561,"9/20/2016",24,0.73,"34.03299_-117.3561",0,1
"399",4,34.03299,-117.3561,"9/20/2016",32,0.66,"34.03299_-117.3561",5,0
"400",4,34.03299,-117.3561,"9/20/2016",32,0.62,"34.03299_-117.3561",1,0
"401",4,34.03299,-117.3561,"9/20/2016",34,0.56,"34.03299_-117.3561",5,0
"402",4,34.03299,-117.3561,"9/20/2016",34,0.56,"34.03299_-117.3561",2,0
"403",4,34.03299,-117.3561,"9/20/2016",34,0.56,"34.03299_-117.3561",0,2
"404",4,34.03299,-117.3561,"9/20/2016",34,0.56,"34.03299_-117.3561",0,5
"405",4,34.03299,-117.3561,"9/20/2016",25,0.72,"34.03299_-117.3561",1,0
"406",4,34.03299,-117.3561,"9/20/2016",34,0.74,"34.03299_-117.3561",5,0
"407",4,34.03299,-117.3561,"9/20/2016",25,0.53,"34.03299_-117.3561",4,0
"408",4,34.03299,-117.3561,"9/20/2016",32,0.67,"34.03299_-117.3561",3,0
"409",4,34.03299,-117.3561,"9/20/2016",25,0.53,"34.03299_-117.3561",0,1
"410",4,34.03299,-117.3561,"9/20/2016",50,1.16,"34.03299_-117.3561",5,0
"411",4,34.03299,-117.3561,"9/20/2016",54,0.9,"34.03299_-117.3561",1,0
"412",4,34.03299,-117.3561,"9/20/2016",54,0.9,"34.03299_-117.3561",4,0
"413",4,34.03299,-117.3561,"9/20/2016",26,1.01,"34.03299_-117.3561",1,0
"414",4,34.03299,-117.3561,"9/20/2016",36,0.84,"34.03299_-117.3561",5,0
"415",4,34.03299,-117.3561,"9/20/2016",40,0.52,"34.03299_-117.3561",0,5
"416",4,34.03299,-117.3561,"9/20/2016",40,0.52,"34.03299_-117.3561",0,5
"417",4,34.03299,-117.3561,"9/20/2016",4,1.07,"34.03299_-117.3561",1,0
"418",4,34.03299,-117.3561,"9/20/2016",4,1.07,"34.03299_-117.3561",4,0
"419",4,34.03299,-117.3561,"9/20/2016",29,0.65,"34.03299_-117.3561",2,0
"420",4,34.03299,-117.3561,"9/20/2016",29,0.65,"34.03299_-117.3561",1,0
"421",4,34.03299,-117.3561,"9/20/2016",28,0.92,"34.03299_-117.3561",1,0
"422",4,34.03299,-117.3561,"9/20/2016",32,0.88,"34.03299_-117.3561",5,0
"423",4,34.03299,-117.3561,"9/20/2016",36,0.87,"34.03299_-117.3561",0,2
"424",4,34.03299,-117.3561,"9/20/2016",36,0.87,"34.03299_-117.3561",3,0
"425",4,34.03493,-117.35665,"9/20/2016",35,0.133,"34.03493_-117.35665",4,0
"426",4,34.03493,-117.35665,"9/20/2016",25,0.78,"34.03493_-117.35665",2,0
"427",4,34.03493,-117.35665,"9/20/2016",25,0.78,"34.03493_-117.35665",0,1
"428",4,34.03493,-117.35665,"9/20/2016",39,0.98,"34.03493_-117.35665",5,0
"429",4,34.03493,-117.35665,"9/20/2016",39,0.98,"34.03493_-117.35665",5,0
"430",4,34.03493,-117.35665,"9/20/2016",48,0.37,"34.03493_-117.35665",10,0
"431",4,34.03493,-117.35665,"9/20/2016",48,0.37,"34.03493_-117.35665",10,0
"432",4,34.03493,-117.35665,"9/20/2016",48,0.37,"34.03493_-117.35665",0,5
"433",4,34.03493,-117.35665,"9/20/2016",35,0.76,"34.03493_-117.35665",10,0
"434",4,34.03493,-117.35665,"9/20/2016",35,0.76,"34.03493_-117.35665",0,3
"435",4,34.03493,-117.35665,"9/20/2016",41,0.67,"34.03493_-117.35665",0,6
"436",4,34.03493,-117.35665,"9/20/2016",40,1.21,"34.03493_-117.35665",2,0
"437",4,34.03493,-117.35665,"9/20/2016",40,1.21,"34.03493_-117.35665",5,0
"438",4,34.03493,-117.35665,"9/20/2016",40,1.21,"34.03493_-117.35665",5,0
"439",4,34.03493,-117.35665,"9/20/2016",36,0.26,"34.03493_-117.35665",0,4
"440",4,34.03493,-117.35665,"9/20/2016",102,NA,"34.03493_-117.35665",5,0
"441",4,34.03493,-117.35665,"9/20/2016",102,NA,"34.03493_-117.35665",5,0
"442",4,34.03493,-117.35665,"9/20/2016",70,0,"34.03493_-117.35665",0,5
"443",4,34.03493,-117.35665,"9/20/2016",70,0,"34.03493_-117.35665",0,5
"444",4,34.03493,-117.35665,"9/20/2016",38,1.29,"34.03493_-117.35665",5,0
"445",4,34.03493,-117.35665,"9/20/2016",38,1.29,"34.03493_-117.35665",5,0
"446",4,34.03493,-117.35665,"9/20/2016",51,0.82,"34.03493_-117.35665",1,0
"447",4,34.03493,-117.35665,"9/20/2016",39,0.75,"34.03493_-117.35665",0,8
"448",4,34.03493,-117.35665,"9/20/2016",33,0.56,"34.03493_-117.35665",0,5
"449",4,34.03493,-117.35665,"9/20/2016",33,0.56,"34.03493_-117.35665",5,0
"450",4,34.03493,-117.35665,"9/20/2016",58,0.13,"34.03493_-117.35665",0,2
"451",4,34.03493,-117.35665,"9/20/2016",67,0.16,"34.03493_-117.35665",0,5
"452",4,34.03493,-117.35665,"9/20/2016",67,0.16,"34.03493_-117.35665",0,5
"453",4,34.03493,-117.35665,"9/20/2016",46,0.75,"34.03493_-117.35665",5,0
"454",4,34.03493,-117.35665,"9/20/2016",46,0.75,"34.03493_-117.35665",0,5
"455",4,34.03493,-117.35665,"9/20/2016",36,1.31,"34.03493_-117.35665",0,8
"456",4,34.03493,-117.35665,"9/20/2016",36,1.31,"34.03493_-117.35665",1,0
"457",4,34.03493,-117.35665,"9/20/2016",25,0.74,"34.03493_-117.35665",0,6
"458",4,34.03493,-117.35665,"9/20/2016",48,0.65,"34.03493_-117.35665",5,0
"459",4,34.03493,-117.35665,"9/20/2016",48,0.65,"34.03493_-117.35665",5,0
"460",4,34.03493,-117.35665,"9/20/2016",48,0.96,"34.03493_-117.35665",5,0
"461",4,34.03493,-117.35665,"9/20/2016",48,0.96,"34.03493_-117.35665",5,0
"462",4,34.03493,-117.35665,"9/20/2016",33,0.73,"34.03493_-117.35665",0,3
"463",4,34.03493,-117.35665,"9/20/2016",33,0.73,"34.03493_-117.35665",0,3
"464",4,34.03493,-117.35665,"9/21/2016",52,0.33,"34.03493_-117.35665",0,3
"465",4,34.03493,-117.35665,"9/21/2016",52,0.33,"34.03493_-117.35665",0,4
"466",4,34.03493,-117.35665,"9/21/2016",52,0.33,"34.03493_-117.35665",1,0
"467",4,34.03493,-117.35665,"9/21/2016",52,0.33,"34.03493_-117.35665",2,0
"468",4,34.03493,-117.35665,"9/21/2016",52,0.33,"34.03493_-117.35665",5,0
"469",4,34.03493,-117.35665,"9/21/2016",29,0.53,"34.03493_-117.35665",0,3
"470",4,34.03493,-117.35665,"9/21/2016",29,0.53,"34.03493_-117.35665",0,2
"471",4,34.03493,-117.35665,"9/21/2016",29,0.53,"34.03493_-117.35665",0,1
"472",4,34.03493,-117.35665,"9/21/2016",67,0.52,"34.03493_-117.35665",0,10
"473",4,34.03493,-117.35665,"9/21/2016",67,0.52,"34.03493_-117.35665",0,10
"474",4,34.03493,-117.35665,"9/21/2016",67,0.52,"34.03493_-117.35665",10,0
"475",4,34.03493,-117.35665,"9/21/2016",72,0.48,"34.03493_-117.35665",0,1
"476",4,34.03493,-117.35665,"9/21/2016",72,0.48,"34.03493_-117.35665",0,10
"477",4,34.03493,-117.35665,"9/21/2016",26,0.42,"34.03493_-117.35665",0,5
"478",4,34.03493,-117.35665,"9/21/2016",26,0.42,"34.03493_-117.35665",0,5
"479",4,34.03493,-117.35665,"9/21/2016",60,0.48,"34.03493_-117.35665",5,0
"480",4,34.03493,-117.35665,"9/21/2016",60,0.48,"34.03493_-117.35665",5,0
"481",4,34.03493,-117.35665,"9/21/2016",53,0.36,"34.03493_-117.35665",0,5
"482",4,34.03493,-117.35665,"9/21/2016",53,0.36,"34.03493_-117.35665",3,0
"483",4,34.03493,-117.35665,"9/21/2016",53,0.36,"34.03493_-117.35665",5,0
"484",4,34.03493,-117.35665,"9/21/2016",36,0.6,"34.03493_-117.35665",0,1
"485",4,34.03493,-117.35665,"9/21/2016",36,0.6,"34.03493_-117.35665",0,1
"486",4,34.03493,-117.35665,"9/21/2016",32,0.66,"34.03493_-117.35665",3,0
"487",4,34.03493,-117.35665,"9/21/2016",32,0.66,"34.03493_-117.35665",2,0
"488",4,34.03493,-117.35665,"9/21/2016",37,0.4,"34.03493_-117.35665",5,0
"489",4,34.03493,-117.35665,"9/21/2016",37,0.4,"34.03493_-117.35665",5,0
"490",4,34.03493,-117.35665,"9/21/2016",38,0.26,"34.03493_-117.35665",3,0
"491",4,34.03493,-117.35665,"9/21/2016",38,0.26,"34.03493_-117.35665",5,0
"492",4,34.03493,-117.35665,"9/21/2016",31,0.59,"34.03493_-117.35665",5,0
"493",4,34.03493,-117.35665,"9/21/2016",31,0.59,"34.03493_-117.35665",2,0
"494",4,34.03493,-117.35665,"9/21/2016",31,0.59,"34.03493_-117.35665",3,0
"495",4,34.03493,-117.35665,"9/21/2016",28,0.55,"34.03493_-117.35665",0,1
"496",4,34.03493,-117.35665,"9/21/2016",28,0.55,"34.03493_-117.35665",0,1
"497",4,34.03493,-117.35665,"9/21/2016",28,0.55,"34.03493_-117.35665",5,0
"498",4,34.03493,-117.35665,"9/21/2016",28,0.55,"34.03493_-117.35665",5,0
"499",4,34.03493,-117.35665,"9/21/2016",32,0.56,"34.03493_-117.35665",0,7
"500",4,34.03493,-117.35665,"9/21/2016",32,0.56,"34.03493_-117.35665",0,3
"501",4,34.03493,-117.35665,"9/21/2016",32,0.56,"34.03493_-117.35665",3,0
"502",3,34.03662,-117.35625,"9/21/2016",51,0.26,"34.03662_-117.35625",0,3
"503",3,34.03662,-117.35625,"9/21/2016",51,0.26,"34.03662_-117.35625",0,3
"504",3,34.03662,-117.35625,"9/21/2016",48,0.49,"34.03662_-117.35625",0,3
"505",3,34.03662,-117.35625,"9/21/2016",48,0.49,"34.03662_-117.35625",0,5
"506",3,34.03662,-117.35625,"9/21/2016",14,0.5,"34.03662_-117.35625",5,0
"507",3,34.03662,-117.35625,"9/21/2016",14,0.5,"34.03662_-117.35625",5,0
"508",3,34.03662,-117.35625,"9/21/2016",64,0.5,"34.03662_-117.35625",0,3
"509",3,34.03662,-117.35625,"9/21/2016",64,0.5,"34.03662_-117.35625",0,5
"510",3,34.03662,-117.35625,"9/21/2016",25,0.32,"34.03662_-117.35625",0,3
"511",3,34.03662,-117.35625,"9/21/2016",52,0.62,"34.03662_-117.35625",5,0
"512",3,34.03662,-117.35625,"9/21/2016",52,0.62,"34.03662_-117.35625",5,0
"513",3,34.03662,-117.35625,"9/21/2016",52,0.62,"34.03662_-117.35625",0,3
"514",3,34.03662,-117.35625,"9/21/2016",52,0.62,"34.03662_-117.35625",0,5
"515",3,34.03662,-117.35625,"9/21/2016",44,0.96,"34.03662_-117.35625",0,2
"516",3,34.03662,-117.35625,"9/21/2016",52,0.46,"34.03662_-117.35625",0,5
"517",3,34.03662,-117.35625,"9/21/2016",52,0.46,"34.03662_-117.35625",0,5
"518",3,34.03662,-117.35625,"9/21/2016",58,0.44,"34.03662_-117.35625",0,3
"519",3,34.03662,-117.35625,"9/21/2016",58,0.44,"34.03662_-117.35625",0,5
"520",3,34.03662,-117.35625,"9/21/2016",58,0.44,"34.03662_-117.35625",0,5
"521",3,34.03662,-117.35625,"9/21/2016",74,0.62,"34.03662_-117.35625",2,0
"522",3,34.03662,-117.35625,"9/21/2016",74,0.62,"34.03662_-117.35625",3,0
"523",3,34.03662,-117.35625,"9/21/2016",74,0.62,"34.03662_-117.35625",5,0
"524",3,34.03662,-117.35625,"9/21/2016",68,0.53,"34.03662_-117.35625",0,2
"525",3,34.03662,-117.35625,"9/21/2016",68,0.53,"34.03662_-117.35625",0,5
"526",3,34.03662,-117.35625,"9/21/2016",44,0.74,"34.03662_-117.35625",3,0
"527",3,34.03662,-117.35625,"9/21/2016",44,0.74,"34.03662_-117.35625",3,0
"528",3,34.03662,-117.35625,"9/21/2016",67,0.56,"34.03662_-117.35625",0,2
"529",3,34.03662,-117.35625,"9/21/2016",67,0.56,"34.03662_-117.35625",0,3
"530",3,34.03662,-117.35625,"9/21/2016",67,0.56,"34.03662_-117.35625",3,0
"531",3,34.03662,-117.35625,"9/21/2016",67,0.56,"34.03662_-117.35625",3,0
"532",3,34.03662,-117.35625,"9/21/2016",49,0.84,"34.03662_-117.35625",4,0
"533",3,34.03662,-117.35625,"9/21/2016",49,0.84,"34.03662_-117.35625",0,11
"534",3,34.03662,-117.35625,"9/21/2016",36,0.51,"34.03662_-117.35625",5,0
